date,character_class,final_stat,remain_ap,nickname
,듀얼블레이더,"[{'stat_name': '최소 스탯공격력', 'stat_value': '162411883'}, {'stat_name': '최대 스탯공격력', 'stat_value': '180457646'}, {'stat_name': '데미지', 'stat_value': '125.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '562.00'}, {'stat_name': '최종 데미지', 'stat_value': '53.95'}, {'stat_name': '방어율 무시', 'stat_value': '95.32'}, {'stat_name': '크리티컬 확률', 'stat_value': '87'}, {'stat_name': '크리티컬 데미지', 'stat_value': '135.40'}, {'stat_name': '상태이상 내성', 'stat_value': '73'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '426'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '750'}, {'stat_name': 'STR', 'stat_value': '12112'}, {'stat_name': 'DEX', 'stat_value': '15178'}, {'stat_name': 'INT', 'stat_value': '10450'}, {'stat_name': 'LUK', 'stat_value': '93293'}, {'stat_name': 'HP', 'stat_value': '50678'}, {'stat_name': 'MP', 'stat_value': '28641'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1483'}, {'stat_name': 'AP 배분 HP', 'stat_value': '550'}, {'stat_name': 'AP 배분 MP', 'stat_value': '300'}, {'stat_name': '아이템 드롭률', 'stat_value': '23'}, {'stat_name': '메소 획득량', 'stat_value': '27'}, {'stat_name': '버프 지속시간', 'stat_value': '87'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '4'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '14.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '60.00'}, {'stat_name': '공격력', 'stat_value': '10007'}, {'stat_name': '마력', 'stat_value': '2458'}, {'stat_name': '전투력', 'stat_value': '610842681'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,StroboNights
,나이트로드,"[{'stat_name': '최소 스탯공격력', 'stat_value': '149377386'}, {'stat_name': '최대 스탯공격력', 'stat_value': '175738099'}, {'stat_name': '데미지', 'stat_value': '69.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '588.00'}, {'stat_name': '최종 데미지', 'stat_value': '61.77'}, {'stat_name': '방어율 무시', 'stat_value': '96.02'}, {'stat_name': '크리티컬 확률', 'stat_value': '105'}, {'stat_name': '크리티컬 데미지', 'stat_value': '124.75'}, {'stat_name': '상태이상 내성', 'stat_value': '75'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '75132'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '406'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '730'}, {'stat_name': 'STR', 'stat_value': '10436'}, {'stat_name': 'DEX', 'stat_value': '13813'}, {'stat_name': 'INT', 'stat_value': '9962'}, {'stat_name': 'LUK', 'stat_value': '98764'}, {'stat_name': 'HP', 'stat_value': '47503'}, {'stat_name': 'MP', 'stat_value': '22812'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1468'}, {'stat_name': 'AP 배분 HP', 'stat_value': '550'}, {'stat_name': 'AP 배분 MP', 'stat_value': '300'}, {'stat_name': '아이템 드롭률', 'stat_value': '23'}, {'stat_name': '메소 획득량', 'stat_value': '11'}, {'stat_name': '버프 지속시간', 'stat_value': '131'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '14.00'}, {'stat_name': '무기 숙련도', 'stat_value': '85'}, {'stat_name': '추가 경험치 획득', 'stat_value': '158.00'}, {'stat_name': '공격력', 'stat_value': '8984'}, {'stat_name': '마력', 'stat_value': '2600'}, {'stat_name': '전투력', 'stat_value': '632053497'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,천화린
,팬텀,"[{'stat_name': '최소 스탯공격력', 'stat_value': '114975858'}, {'stat_name': '최대 스탯공격력', 'stat_value': '126347094'}, {'stat_name': '데미지', 'stat_value': '113.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '356.00'}, {'stat_name': '최종 데미지', 'stat_value': '88.76'}, {'stat_name': '방어율 무시', 'stat_value': '93.03'}, {'stat_name': '크리티컬 확률', 'stat_value': '104'}, {'stat_name': '크리티컬 데미지', 'stat_value': '108.15'}, {'stat_name': '상태이상 내성', 'stat_value': '89'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '52461'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '295'}, {'stat_name': '아케인포스', 'stat_value': '1370'}, {'stat_name': '어센틱포스', 'stat_value': '750'}, {'stat_name': 'STR', 'stat_value': '5546'}, {'stat_name': 'DEX', 'stat_value': '8755'}, {'stat_name': 'INT', 'stat_value': '5276'}, {'stat_name': 'LUK', 'stat_value': '69211'}, {'stat_name': 'HP', 'stat_value': '73287'}, {'stat_name': 'MP', 'stat_value': '61251'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1478'}, {'stat_name': 'AP 배분 HP', 'stat_value': '-468'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-200'}, {'stat_name': '아이템 드롭률', 'stat_value': '298'}, {'stat_name': '메소 획득량', 'stat_value': '252'}, {'stat_name': '버프 지속시간', 'stat_value': '133'}, {'stat_name': '공격 속도', 'stat_value': '5'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '118.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '5'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '91'}, {'stat_name': '추가 경험치 획득', 'stat_value': '722.00'}, {'stat_name': '공격력', 'stat_value': '8464'}, {'stat_name': '마력', 'stat_value': '1918'}, {'stat_name': '전투력', 'stat_value': '250904523'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,써드
,나이트로드,"[{'stat_name': '최소 스탯공격력', 'stat_value': '156367999'}, {'stat_name': '최대 스탯공격력', 'stat_value': '183962351'}, {'stat_name': '데미지', 'stat_value': '72.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '590.00'}, {'stat_name': '최종 데미지', 'stat_value': '61.77'}, {'stat_name': '방어율 무시', 'stat_value': '97.50'}, {'stat_name': '크리티컬 확률', 'stat_value': '104'}, {'stat_name': '크리티컬 데미지', 'stat_value': '117.00'}, {'stat_name': '상태이상 내성', 'stat_value': '71'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '71675'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '390'}, {'stat_name': '아케인포스', 'stat_value': '1360'}, {'stat_name': '어센틱포스', 'stat_value': '760'}, {'stat_name': 'STR', 'stat_value': '10315'}, {'stat_name': 'DEX', 'stat_value': '14233'}, {'stat_name': 'INT', 'stat_value': '10107'}, {'stat_name': 'LUK', 'stat_value': '92577'}, {'stat_name': 'HP', 'stat_value': '51185'}, {'stat_name': 'MP', 'stat_value': '21924'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1473'}, {'stat_name': 'AP 배분 HP', 'stat_value': '-409'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-189'}, {'stat_name': '아이템 드롭률', 'stat_value': '26'}, {'stat_name': '메소 획득량', 'stat_value': '18'}, {'stat_name': '버프 지속시간', 'stat_value': '70'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '14.00'}, {'stat_name': '무기 숙련도', 'stat_value': '85'}, {'stat_name': '추가 경험치 획득', 'stat_value': '168.00'}, {'stat_name': '공격력', 'stat_value': '9825'}, {'stat_name': '마력', 'stat_value': '2350'}, {'stat_name': '전투력', 'stat_value': '631986253'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,호타룽
,히어로,"[{'stat_name': '최소 스탯공격력', 'stat_value': '242282715'}, {'stat_name': '최대 스탯공격력', 'stat_value': '269203013'}, {'stat_name': '데미지', 'stat_value': '112.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '373.00'}, {'stat_name': '최종 데미지', 'stat_value': '247.88'}, {'stat_name': '방어율 무시', 'stat_value': '93.86'}, {'stat_name': '크리티컬 확률', 'stat_value': '135'}, {'stat_name': '크리티컬 데미지', 'stat_value': '135.05'}, {'stat_name': '상태이상 내성', 'stat_value': '74'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '268'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '760'}, {'stat_name': 'STR', 'stat_value': '72217'}, {'stat_name': 'DEX', 'stat_value': '7957'}, {'stat_name': 'INT', 'stat_value': '4612'}, {'stat_name': 'LUK', 'stat_value': '4638'}, {'stat_name': 'HP', 'stat_value': '132101'}, {'stat_name': 'MP', 'stat_value': '45510'}, {'stat_name': 'AP 배분 STR', 'stat_value': '1483'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '3202'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-183'}, {'stat_name': '아이템 드롭률', 'stat_value': '340'}, {'stat_name': '메소 획득량', 'stat_value': '255'}, {'stat_name': '버프 지속시간', 'stat_value': '70'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '118.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '500.00'}, {'stat_name': '공격력', 'stat_value': '8540'}, {'stat_name': '마력', 'stat_value': '1826'}, {'stat_name': '전투력', 'stat_value': '237587008'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,군필히붕이
,"아크메이지(썬,콜)","[{'stat_name': '최소 스탯공격력', 'stat_value': '75165683'}, {'stat_name': '최대 스탯공격력', 'stat_value': '79121770'}, {'stat_name': '데미지', 'stat_value': '123.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '465.00'}, {'stat_name': '최종 데미지', 'stat_value': '54.00'}, {'stat_name': '방어율 무시', 'stat_value': '95.55'}, {'stat_name': '크리티컬 확률', 'stat_value': '91'}, {'stat_name': '크리티컬 데미지', 'stat_value': '101.80'}, {'stat_name': '상태이상 내성', 'stat_value': '50'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '34388'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '281'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '750'}, {'stat_name': 'STR', 'stat_value': '4482'}, {'stat_name': 'DEX', 'stat_value': '4054'}, {'stat_name': 'INT', 'stat_value': '64748'}, {'stat_name': 'LUK', 'stat_value': '8001'}, {'stat_name': 'HP', 'stat_value': '43055'}, {'stat_name': 'MP', 'stat_value': '132869'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1473'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '-438'}, {'stat_name': 'AP 배분 MP', 'stat_value': '28329'}, {'stat_name': '아이템 드롭률', 'stat_value': '238'}, {'stat_name': '메소 획득량', 'stat_value': '149'}, {'stat_name': '버프 지속시간', 'stat_value': '197'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '15.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '6.00'}, {'stat_name': '무기 숙련도', 'stat_value': '95'}, {'stat_name': '추가 경험치 획득', 'stat_value': '221.00'}, {'stat_name': '공격력', 'stat_value': '2186'}, {'stat_name': '마력', 'stat_value': '7191'}, {'stat_name': '전투력', 'stat_value': '247661813'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,찌릿
,듀얼블레이더,"[{'stat_name': '최소 스탯공격력', 'stat_value': '70193868'}, {'stat_name': '최대 스탯공격력', 'stat_value': '77993186'}, {'stat_name': '데미지', 'stat_value': '75.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '503.00'}, {'stat_name': '최종 데미지', 'stat_value': '53.95'}, {'stat_name': '방어율 무시', 'stat_value': '93.56'}, {'stat_name': '크리티컬 확률', 'stat_value': '88'}, {'stat_name': '크리티컬 데미지', 'stat_value': '103.50'}, {'stat_name': '상태이상 내성', 'stat_value': '71'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '87331'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '326'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '650'}, {'stat_name': 'STR', 'stat_value': '7582'}, {'stat_name': 'DEX', 'stat_value': '9967'}, {'stat_name': 'INT', 'stat_value': '5773'}, {'stat_name': 'LUK', 'stat_value': '64047'}, {'stat_name': 'HP', 'stat_value': '72595'}, {'stat_name': 'MP', 'stat_value': '33520'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '1453'}, {'stat_name': 'AP 배분 HP', 'stat_value': '-455'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-249'}, {'stat_name': '아이템 드롭률', 'stat_value': '192'}, {'stat_name': '메소 획득량', 'stat_value': '130'}, {'stat_name': '버프 지속시간', 'stat_value': '52'}, {'stat_name': '공격 속도', 'stat_value': '6'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '4'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '15'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '6.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '54.00'}, {'stat_name': '공격력', 'stat_value': '8135'}, {'stat_name': '마력', 'stat_value': '1688'}, {'stat_name': '전투력', 'stat_value': '311447600'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,or릇
,비숍,"[{'stat_name': '최소 스탯공격력', 'stat_value': '80348566'}, {'stat_name': '최대 스탯공격력', 'stat_value': '84577437'}, {'stat_name': '데미지', 'stat_value': '66.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '317.00'}, {'stat_name': '최종 데미지', 'stat_value': '58.73'}, {'stat_name': '방어율 무시', 'stat_value': '91.75'}, {'stat_name': '크리티컬 확률', 'stat_value': '114'}, {'stat_name': '크리티컬 데미지', 'stat_value': '103.80'}, {'stat_name': '상태이상 내성', 'stat_value': '81'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '27929'}, {'stat_name': '이동속도', 'stat_value': '160'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '304'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '750'}, {'stat_name': 'STR', 'stat_value': '5454'}, {'stat_name': 'DEX', 'stat_value': '5893'}, {'stat_name': 'INT', 'stat_value': '72231'}, {'stat_name': 'LUK', 'stat_value': '9613'}, {'stat_name': 'HP', 'stat_value': '43380'}, {'stat_name': 'MP', 'stat_value': '84886'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1478'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-223'}, {'stat_name': '아이템 드롭률', 'stat_value': '255'}, {'stat_name': '메소 획득량', 'stat_value': '145'}, {'stat_name': '버프 지속시간', 'stat_value': '203'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '87.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '0'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '15.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '0.00'}, {'stat_name': '무기 숙련도', 'stat_value': '95'}, {'stat_name': '추가 경험치 획득', 'stat_value': '336.00'}, {'stat_name': '공격력', 'stat_value': '2275'}, {'stat_name': '마력', 'stat_value': '8960'}, {'stat_name': '전투력', 'stat_value': '256953428'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,이앗
,제로,"[{'stat_name': '최소 스탯공격력', 'stat_value': '219368469'}, {'stat_name': '최대 스탯공격력', 'stat_value': '243742741'}, {'stat_name': '데미지', 'stat_value': '149.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '590.00'}, {'stat_name': '최종 데미지', 'stat_value': '58.30'}, {'stat_name': '방어율 무시', 'stat_value': '96.82'}, {'stat_name': '크리티컬 확률', 'stat_value': '94'}, {'stat_name': '크리티컬 데미지', 'stat_value': '96.20'}, {'stat_name': '상태이상 내성', 'stat_value': '75'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '99999'}, {'stat_name': '이동속도', 'stat_value': '170'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '417'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '740'}, {'stat_name': 'STR', 'stat_value': '99317'}, {'stat_name': 'DEX', 'stat_value': '14207'}, {'stat_name': 'INT', 'stat_value': '9564'}, {'stat_name': 'LUK', 'stat_value': '10408'}, {'stat_name': 'HP', 'stat_value': '62364'}, {'stat_name': 'MP', 'stat_value': None}, {'stat_name': 'AP 배분 STR', 'stat_value': '1468'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '4'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '-304'}, {'stat_name': 'AP 배분 MP', 'stat_value': '0'}, {'stat_name': '아이템 드롭률', 'stat_value': '20'}, {'stat_name': '메소 획득량', 'stat_value': '24'}, {'stat_name': '버프 지속시간', 'stat_value': '73'}, {'stat_name': '공격 속도', 'stat_value': '2'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '2'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '7'}, {'stat_name': '속성 내성 무시', 'stat_value': '5.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '14.00'}, {'stat_name': '무기 숙련도', 'stat_value': '90'}, {'stat_name': '추가 경험치 획득', 'stat_value': '132.00'}, {'stat_name': '공격력', 'stat_value': '10086'}, {'stat_name': '마력', 'stat_value': '2729'}, {'stat_name': '전투력', 'stat_value': '659878841'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '0'}]",0,적분쓰
,"아크메이지(불,독)","[{'stat_name': '최소 스탯공격력', 'stat_value': '163227979'}, {'stat_name': '최대 스탯공격력', 'stat_value': '171818924'}, {'stat_name': '데미지', 'stat_value': '117.00'}, {'stat_name': '보스 몬스터 데미지', 'stat_value': '534.00'}, {'stat_name': '최종 데미지', 'stat_value': '54.00'}, {'stat_name': '방어율 무시', 'stat_value': '95.22'}, {'stat_name': '크리티컬 확률', 'stat_value': '90'}, {'stat_name': '크리티컬 데미지', 'stat_value': '103.40'}, {'stat_name': '상태이상 내성', 'stat_value': '65'}, {'stat_name': '스탠스', 'stat_value': '100'}, {'stat_name': '방어력', 'stat_value': '35099'}, {'stat_name': '이동속도', 'stat_value': '168'}, {'stat_name': '점프력', 'stat_value': '123'}, {'stat_name': '스타포스', 'stat_value': '416'}, {'stat_name': '아케인포스', 'stat_value': '1350'}, {'stat_name': '어센틱포스', 'stat_value': '710'}, {'stat_name': 'STR', 'stat_value': '8080'}, {'stat_name': 'DEX', 'stat_value': '9393'}, {'stat_name': 'INT', 'stat_value': '96602'}, {'stat_name': 'LUK', 'stat_value': '12344'}, {'stat_name': 'HP', 'stat_value': '40322'}, {'stat_name': 'MP', 'stat_value': '77466'}, {'stat_name': 'AP 배분 STR', 'stat_value': '4'}, {'stat_name': 'AP 배분 DEX', 'stat_value': '4'}, {'stat_name': 'AP 배분 INT', 'stat_value': '1468'}, {'stat_name': 'AP 배분 LUK', 'stat_value': '4'}, {'stat_name': 'AP 배분 HP', 'stat_value': '0'}, {'stat_name': 'AP 배분 MP', 'stat_value': '-255'}, {'stat_name': '아이템 드롭률', 'stat_value': '21'}, {'stat_name': '메소 획득량', 'stat_value': '25'}, {'stat_name': '버프 지속시간', 'stat_value': '183'}, {'stat_name': '공격 속도', 'stat_value': '4'}, {'stat_name': '일반 몬스터 데미지', 'stat_value': '12.00'}, {'stat_name': '재사용 대기시간 감소 (초)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 감소 (%)', 'stat_value': '6'}, {'stat_name': '재사용 대기시간 미적용', 'stat_value': '0'}, {'stat_name': '속성 내성 무시', 'stat_value': '15.00'}, {'stat_name': '상태이상 추가 데미지', 'stat_value': '14.00'}, {'stat_name': '무기 숙련도', 'stat_value': '95'}, {'stat_name': '추가 경험치 획득', 'stat_value': '150.00'}, {'stat_name': '공격력', 'stat_value': '2963'}, {'stat_name': '마력', 'stat_value': '10745'}, {'stat_name': '전투력', 'stat_value': '630209578'}, {'stat_name': '소환수 지속시간 증가', 'stat_value': '10'}]",0,쿠쿠
