item_equipment_slot_name,item_id,ocid
캐시 겉옷,판다옷,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
신발,고대마령의군화'흑8성,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
목/어깨장식,고대마령의목걸이7성,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
캐시 무기,GM흑죽봉,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
캐시 방패/보조무기,서리화살통,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
캐시 얼굴장식,강시부적,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
캐시 망토,등뒤에와글귀,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
캐시 신발,바람정장구두,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
캐시 목/어깨장식,스트릿캐주얼사각목걸이,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
세트옷,[괴수의상]아이라바타2성,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
캐시 세트옷,,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
장신구,봉황삼작금노리개1성,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
캐시 장신구,초코델리귀걸이,a19e918c7ad9a401beaea09c55806caad63a5a325db8fafce5f1ce5bbc2bcc9f
무기,용마제십검,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
갑옷,패자황금연갑,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
방패/보조무기,고대마령의단검6성,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
투구,쇄자황금투구,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
왼손,패자황금장갑,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
오른손,패자황금장갑,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
보조1,빛나는마사의귀목,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
보조2,마령의노리개'흑10성,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
얼굴장식,고대마령의암막8성,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 투구,황금가마솥머리띠,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
망토,고대마령의칼날10성,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 겉옷,집순이속옷,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
신발,고대마령의군화'흑8성,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
목/어깨장식,고대마령의목걸이8성,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 무기,,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 방패/보조무기,,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 얼굴장식,고양이입,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 망토,멍멍이꼬리No01,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 신발,토끼발자국No01,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 목/어깨장식,화랑털장식,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
세트옷,도깨비탐,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 세트옷,,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
장신구,붉은토끼풀노리개1성,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
캐시 장신구,멍멍귀No01,c35ff7536089928a874a9e652d7e504f88d2005e52f22091028a50e909f648bd
무기,용마제십검,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
갑옷,패자황금갑주,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
방패/보조무기,고대마령의단검6성,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
투구,바람청옥투구,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
왼손,[상급]봉래산반지,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
오른손,금린반지7성,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
보조1,마사의귀목,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
보조2,마사의귀목,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
얼굴장식,고대마령의암막6성,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 투구,고양이페도라,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
망토,검마천의망토,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 겉옷,상큼장마의상(남),8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
신발,사령웅의앞발,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
목/어깨장식,고대마령의목걸이6성,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 무기,오래된채굴곡괭이,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 방패/보조무기,웨딩비둘기,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 얼굴장식,유니콘음악대반짝이,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 망토,[어린이날]어린책가방,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 신발,토끼발자국No01,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 목/어깨장식,딱콩삐쭉스카프No03,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
세트옷,꺄꺄,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 세트옷,,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
장신구,붉은토끼풀노리개1성,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
캐시 장신구,,8299e7106df9de3b155207cf84c4c5d32cfe742d1c4e2aff62757ad6138020b7
무기,진일신검8성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
갑옷,패자황금연갑,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
방패/보조무기,고대마령의단검6성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
투구,태염무신금잠8성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
왼손,태염반지8성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
오른손,태염반지8성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
보조1,아그니의적영,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
보조2,아그니의적영,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
얼굴장식,고대마령의암막8성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 투구,[만일]만월비녀,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
망토,무신귀갑주7성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 겉옷,신부의웨딩드레스No01,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
신발,고대마령의군화'흑8성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
목/어깨장식,고대마령의목걸이8성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 무기,[탐험]오구타이의언월도,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 방패/보조무기,떡하나호랑이,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 얼굴장식,[30주년]넥슨히어로하트,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 망토,벚꽃장식No05,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 신발,유성우,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 목/어깨장식,웨딩목걸이,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
세트옷,[괴수의상]아이라바타1성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 세트옷,,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
장신구,붉은토끼풀노리개1성,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
캐시 장신구,금빛화랑귀걸이,c6cd261b85bec98650e6e6f6552616152d8a31889eeae1cd74b598a1d559d189
무기,[콩]용마제팔점일검,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
갑옷,귀문진산갑(남),13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
방패/보조무기,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
투구,연청투구,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
왼손,전사금반지7성,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
오른손,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
보조1,마사의귀목,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
보조2,마사의귀목,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
얼굴장식,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 투구,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
망토,검마천의망토,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 겉옷,바람랜드소년의상No03,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
신발,용왕의신발,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
목/어깨장식,고대마령의목걸이6성,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 무기,먹구름우산,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 방패/보조무기,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 얼굴장식,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 망토,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 신발,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 목/어깨장식,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
세트옷,구미호분신,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 세트옷,고대[신수]망또No05,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
장신구,붉은토끼풀노리개2성,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
캐시 장신구,,13c3621bc5f9662a3a54e32842fcd07cf010c724ac34fd2bf446afaa979c1330
무기,환웅천봉'9각,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
갑옷,태광천신의복8성,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
방패/보조무기,,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
투구,패자의왕관,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
왼손,쇄자황금장갑,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
오른손,쇄자황금장갑,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
보조1,마령의노리개'흑8성,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
보조2,마사의귀목,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
얼굴장식,고대마령의암막6성,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 투구,바람추석머리장식(남),0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
망토,고대마령의칼날8성,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 겉옷,멋진현무불괴갑,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
신발,고대마령의군화'흑6성,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
목/어깨장식,고대마령의목걸이6성,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 무기,행운의채굴곡괭이,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 방패/보조무기,멍멍이No01,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 얼굴장식,,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 망토,바람구미호꼬리No01,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 신발,바람정장구두,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 목/어깨장식,초코델리힙색No01,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
세트옷,[괴수의상]아이라바타2성,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 세트옷,,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
장신구,자수원앙노리개1성,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
캐시 장신구,점눈안대,0d77e1b5741ca9633e8a9739f4a153545133251b15f2faf3f68acf93492ddfc1
무기,용마제십검,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
갑옷,패자황금갑주,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
방패/보조무기,고대마령의단검6성,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
투구,고대마령투구10성,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
왼손,용발톱흑광노리개9성,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
오른손,용발톱흑광노리개9성,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
보조1,마령의노리개'흑6성,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
보조2,마사의귀목,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
얼굴장식,고대마령의암막6성,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 투구,가을홀릭소년헤어No01,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
망토,검마천의망토,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 겉옷,멋진해골갑옷,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
신발,사령웅의앞발,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
목/어깨장식,고대마령의목걸이8성,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 무기,행운의채굴곡괭이,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 방패/보조무기,우쿨렐레No02,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 얼굴장식,동화나라라운드안경No01,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 망토,벚꽃장식No02,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 신발,토끼발자국No02,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 목/어깨장식,,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
세트옷,도깨비탐,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 세트옷,암흑의구미호분신,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
장신구,자수원앙노리개1성,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
캐시 장신구,바린족얼굴무늬No01,9b11f4fa64c2661dede328082a45be22fa95aa9463f0f985b2a02fddc8e9948b
무기,용마제십검,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
갑옷,용마파천갑8성,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
방패/보조무기,고대마령의단검6성,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
투구,용아투구'마8성,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
왼손,금린노리개6성,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
오른손,용비늘흑광노리개9성,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
보조1,마사의귀목,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
보조2,마사의귀목,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
얼굴장식,고대마령의암막8성,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 투구,새내기볼캡,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
망토,용성장견'마8성,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 겉옷,토끼소년의상No02,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
신발,고대마령의군화'흑8성,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
목/어깨장식,진'흉수의인장,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 무기,스포티화이트야구공,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 방패/보조무기,,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 얼굴장식,[30주년]넥슨히어로하트,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 망토,자체발광블링블링,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 신발,토끼발자국No01,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 목/어깨장식,딱콩삐쭉스카프No03,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
세트옷,강철의탐,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 세트옷,,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
장신구,자수원앙노리개1성,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
캐시 장신구,삐약소풍새침떼기,8539794a0d45cb494ae006e185475ceea9daa0725e7c0b1841718a5420a77202
무기,굽타강궁,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
갑옷,환웅의장삼'9성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
방패/보조무기,고대마령의단검8성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
투구,고대마령투구10성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
왼손,환웅의팔찌'9성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
오른손,검은불꽃일격반지5성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
보조1,빛나는마사의귀목,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
보조2,마사의귀목,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
얼굴장식,조사장의가면,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 투구,[먹물]의문의복면No01,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
망토,무신귀갑주8성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 겉옷,베이직블루군복,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
신발,고대마령의군화'흑8성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
목/어깨장식,고대마령의목걸이8성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 무기,SG-870.v2,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 방패/보조무기,,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 얼굴장식,악마안경,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 망토,,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 신발,토끼발자국No01,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 목/어깨장식,요정하양목도리,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
세트옷,[괴수의상]아이라바타1성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 세트옷,[구]망또No05,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
장신구,붉은토끼풀노리개2성,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
캐시 장신구,한밤꿈요정목걸이,7f71958330a7f9ba9a494f354b469191cf9edf72d2cfc20d9a1e29904442bc0e
무기,용천제십검,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
갑옷,용천파천갑8성,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
방패/보조무기,고대마령의단검8성,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
투구,용아투구'천8성,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
왼손,패자황금팔찌,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
오른손,패자황금팔찌,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
보조1,마령의노리개'흑10성,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
보조2,마사의귀목,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
얼굴장식,시바의시선,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 투구,,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
망토,용성장견'천8성,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 겉옷,바람정장,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
신발,낡은사령웅의앞발,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
목/어깨장식,고대마령의목걸이8성,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 무기,보존된야월도,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 방패/보조무기,웨딩비둘기,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 얼굴장식,,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 망토,할로윈악마날개No01,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 신발,흩뿌려진꽃잎No01,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 목/어깨장식,바닷바람따뜻한하트,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
세트옷,[괴수의상]아이라바타1성,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 세트옷,,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
장신구,봉황삼작금노리개1성,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
캐시 장신구,초코델리귀걸이,dd0ec5491b10bae7effcf3af06e27ccd09136a7c8dc2ff6d6886b20b5189de3d
무기,용천제십검,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
갑옷,패자황금갑주,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
방패/보조무기,고대마령의단검8성,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
투구,환웅의투구'9성,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
왼손,패자황금팔찌,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
오른손,패자황금팔찌,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
보조1,마사의귀목,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
보조2,마사의귀목,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
얼굴장식,조사장의가면,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
캐시 투구,스타별장식,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
망토,패마황의망토,d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
캐시 겉옷,대양의선원복(여),d0e96aaba17353a495de3b1d39df8f1af3903ca952c4d7f2c6f0fac1e60c9513
